openalex_id,display_name,wikidata_id
I4210130704,University of Michigan Dearborn,https://www.wikidata.org/wiki/Q7895782
I179093154,University of New Hampshire at Manchester,https://www.wikidata.org/wiki/Q7895907
I165139151,University of North Texas Health Science Center,https://www.wikidata.org/wiki/Q7895977
I60388903,University of Puerto Rico-Mayaguez,https://www.wikidata.org/wiki/Q7896177
I75821886,University of South Florida St. Petersburg,https://www.wikidata.org/wiki/Q7896336
I160606119,University of Tennessee Health Science Center,https://www.wikidata.org/wiki/Q7896420
I919571938,The University of Texas Health Science Center at Houston,https://www.wikidata.org/wiki/Q7896431
I4210159031,The University of Texas Health Science Center,https://www.wikidata.org/wiki/Q7896436
I183874917,Urbana University,https://www.wikidata.org/wiki/Q7900213
I285663978,Weatherford College,https://www.wikidata.org/wiki/Q7978277
I93393672,Western University of Health Sciences,https://www.wikidata.org/wiki/Q7988415
I198089087,Ball State University,https://www.wikidata.org/wiki/Q805122
I4210112962,York University,https://www.wikidata.org/wiki/Q8055402
I141810926,Baruch College,https://www.wikidata.org/wiki/Q809633
I157394403,Baylor University,https://www.wikidata.org/wiki/Q812573
I127339247,California State University System,https://www.wikidata.org/wiki/Q815352
I135310074,University of Wisconsin–Madison,https://www.wikidata.org/wiki/Q838330
I74775410,Rice University,https://www.wikidata.org/wiki/Q842909
I123534392,University of North Texas,https://www.wikidata.org/wiki/Q860527
I103163165,Florida State University,https://www.wikidata.org/wiki/Q861548
I131249849,Oregon State University,https://www.wikidata.org/wiki/Q861888
I123946342,Binghamton University,https://www.wikidata.org/wiki/Q863813
I130701444,Georgia Institute of Technology,https://www.wikidata.org/wiki/Q864855
I204250578,University of California Irvine,https://www.wikidata.org/wiki/Q868421
I16285277,William & Mary,https://www.wikidata.org/wiki/Q875637
I120156002,Boise State University,https://www.wikidata.org/wiki/Q891082
I157417397,Bowling Green State University,https://www.wikidata.org/wiki/Q895457
I26538001,San Diego State University,https://www.wikidata.org/wiki/Q913861
I40253897,University of New Haven,https://www.wikidata.org/wiki/Q917899
I55302922,The University of Texas Medical Branch at Galveston,https://www.wikidata.org/wiki/Q921264
I192545095,United States Military Academy,https://www.wikidata.org/wiki/Q9219
I2801333002,Purdue University System,https://www.wikidata.org/wiki/Q929715
I16944753,Clarkson University,https://www.wikidata.org/wiki/Q931865
I75421653,University of Missouri–Kansas City,https://www.wikidata.org/wiki/Q940690
I79620101,University of Arkansas for Medical Sciences,https://www.wikidata.org/wiki/Q941298
I36672615,Courant Institute of Mathematical Sciences,https://www.wikidata.org/wiki/Q946028
I39422238,University of Illinois at Chicago,https://www.wikidata.org/wiki/Q955764
I146552867,University of Puget Sound,https://www.wikidata.org/wiki/Q956780
I24571045,University of North Dakota,https://www.wikidata.org/wiki/Q968559
I59553526,Stony Brook University,https://www.wikidata.org/wiki/Q969850
I16269868,Santa Clara University,https://www.wikidata.org/wiki/Q992830
I102373834,Bryn Mawr College,https://www.wikidata.org/wiki/Q995265
